;,CEC CUAC (Calif. Utility Allowance Calculator) Ruleset - 2022,,,,,,,,,,,,,,,,,,,,
,102,1,0.942916667,10,0.155102,0.198096,0.246557,0.246557,0.246557,0.155102,0.198096,0.246557,0.246557,0.246557,kWh,;,Moreno,CARE,TRUE,Electricity,"Per website, rates current as of 1/12/21. CEC staff update 8/23/21. 20% discount for CARE customers. / Basic Charge: $0.942916667"
,103,1,0.942916667,10,0.21578,0.2772,0.34643,0.34643,0.34643,0.21578,0.2772,0.34643,0.34643,0.34643,kWh,;,Moreno,Standard,FALSE,Electricity,"Per website, rates current as of 1/12/21. CEC staff update 8/23/21. / Basic Charge: $0.942916667"
,104,1,19.5,19.5,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,0.25360638,kWh,;,SLMU,Standard,FALSE,Electricity,"Rate Schedule R, Schedule SB1 and HGA are Effective 07/01/2021. CEC staff update 8/27/21."
,105,1,3.46,3.46,0.13304,0.26088,0.22121,0.22121,0.22121,0.12378,0.25162,0.21195,0.21195,0.21195,kWh,;,Pasadena,CARE,TRUE,Electricity,Rates effective as of 7/1/20. CEC staff update 8/23/21 / Note: $10.00 discount for care customers
,106,1,13.46,13.46,0.13989,0.26773,0.22806,0.22806,0.22806,0.13063,0.25847,0.2188,0.2188,0.2188,kWh,;,Pasadena,Standard,FALSE,Electricity,Rates effective as of 7/1/20. CEC staff update 823/21.
,107,1,6.25,6.25,0.15796905,0.21268525,0.21268525,0.21268525,0.21268525,0.15796905,0.21268525,0.21268525,0.21268525,0.21268525,kWh,;,BIGGS,Standard,FALSE,Electricity,8/16/2021. / No discount programs available.
,108,1,3.21,3.21,0.12476,0.14177,0.28989,0.28989,0.28989,0.12476,0.14177,0.28989,0.28989,0.28989,kWh,;,SFPUC,CARE,TRUE,Electricity,Rates effective as of 7/1/21. CEC staff update 8/27/21.
,109,1,4.58,4.58,0.1781,0.2024,0.41401,0.41401,0.41401,0.1781,0.2024,0.41401,0.41401,0.41401,kWh,;,SFPUC,Standard,FALSE,Electricity,Rates effective as of 7/1/21. CEC staff update 8/27/21.
,110,1,0.882083333,0.882083333,0.12173528,0.141616185,0.23371836,0.332876045,0.332876045,0.12173528,0.141616185,0.23371836,0.332876045,0.332876045,kWh,;,Corona,Standard,FALSE,Electricity,Rates effective as of Year 2006. CEC staff update 8/16/2021 / Summer and Winter rates are the same. No discount programs.
,111,1,3.03,119,0.22029,0.22029,0.22029,0.22029,0.22029,0.22029,0.22029,0.22029,0.22029,0.22029,kWh,;,Kirkwood,Standard,FALSE,Electricity,Rates effective as of 7/10/2021. CEC staff update 8/16/21. / Residential & Commercial rates are the same. No CARE program.
,112,1,7,7,0.1105,0.1299,0.2225,0.2225,0.2225,0.1105,0.1299,0.2225,0.2225,0.2225,kWh,;,Rancho,CARE,TRUE,Electricity,Rates effective as of 1/1/19. CEC staff update 8/26/21
,113,1,7,7,0.1228,0.1443,0.2471,0.2471,0.2471,0.1228,0.1443,0.2471,0.2471,0.2471,kWh,;,Rancho,Standard,FALSE,Electricity,Rates effective as of 1/1/19. CEC staff update 8/26/21.
,114,1,26.76,26.76,0.24069,0.29529,1.15669,1.15669,1.15669,0.24069,0.29529,1.15669,1.15669,1.15669,kWh,;,Shelter,Standard,FALSE,Electricity,Rates effective as of 7/1/21. CEC staff update 8/26/21. / No CARE program available.
,115,1,3.64,3.64,0.189860896,0.202696576,0.202696576,0.202696576,0.202696576,0.189860896,0.202696576,0.202696576,0.202696576,0.202696576,kWh,;,Silicon,CARE,TRUE,Electricity,Rates effective 04/01/2020. CEC staff update 8/27/21
,116,1,3.43,3.43,0.218471195,0.235585435,0.235585435,0.235585435,0.235585435,0.218471195,0.235585435,0.235585435,0.235585435,0.235585435,kWh,;,Silicon,Standard,FALSE,Electricity,Rates effective 04/01/2020. CEC staff update 8/27/21
,117,1,12,12,0.1219308,0.1693608,0.2466258,0.2466258,0.2466258,0.1158108,0.1609458,0.2343858,0.2343858,0.2343858,kWh,;,Lathrop,CARE,TRUE,Electricity,Rates effective 11/1/20. CEC staff update 8/17/2021.
,118,1,16,16,0.162486,0.225726,0.328746,0.328746,0.328746,0.154326,0.214506,0.312426,0.312426,0.312426,kWh,;,Lathrop,Standard,FALSE,Electricity,Rates effective 11/1/20. CEC staff update 8/17/2021.
,*,0,0,0,0,0,0,0,0,0,0,0,0,0,---,;,ERROR,,,,
ENDTABLE,,,,,,,,,,,,,,,,,,,,,
